gene_id,combined_name,bin,n_genomes
WP_009242453.1,MULTISPECIES: DUF3892 domain-containing protein [Mediterraneibacter],,6
WP_009242757.1,hypothetical protein [[Ruminococcus] torques],,6
WP_009242758.1,branched-chain amino acid ABC transporter permease [[Ruminococcus] torques],,6
WP_009242773.1,phage Gp19/Gp15/Gp42 family protein [[Ruminococcus] torques],,6
WP_009243562.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,6
WP_009243564.1,MULTISPECIES: hypothetical protein [Clostridia],,6
WP_009243671.1,MULTISPECIES: CPBP family intramembrane glutamic endopeptidase [Bacillota],,6
WP_009248017.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,6
WP_009320736.1,phage portal protein [[Ruminococcus] torques],,6
WP_022002995.1,6-phospho-beta-glucosidase [[Ruminococcus] torques],,6
WP_022003015.1,hypothetical protein [[Ruminococcus] torques],,6
WP_023922642.1,MULTISPECIES: DUF4315 family protein [Clostridia],,6
WP_044997975.1,DUF6483 family protein [[Ruminococcus] torques],,6
WP_055059343.1,MULTISPECIES: tyrosine-type recombinase/integrase [Bacillota],,6
WP_055147662.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,6
WP_055148847.1,DUF6017 domain-containing protein [[Ruminococcus] torques],,6
WP_055156718.1,MULTISPECIES: YbaN family protein [Mediterraneibacter],,6
WP_055157136.1,MULTISPECIES: FtsK/SpoIIIE domain-containing protein [Mediterraneibacter],,6
WP_055157549.1,DUF6870 family protein [[Ruminococcus] torques],,6
WP_055158143.1,MULTISPECIES: DUF3173 domain-containing protein [Clostridia],,6
WP_055159055.1,type II toxin-antitoxin system PemK/MazF family toxin [[Ruminococcus] torques],,6
WP_117889922.1,MULTISPECIES: RNA-binding domain-containing protein [Mediterraneibacter],,6
WP_117891197.1,MULTISPECIES: group II intron reverse transcriptase/maturase [Mediterraneibacter],,6
WP_118188434.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,6
WP_118188596.1,hypothetical protein [[Ruminococcus] torques],,6
WP_118444507.1,MULTISPECIES: recombinase family protein [Mediterraneibacter],,6
WP_155492446.1,hypothetical protein [[Ruminococcus] torques],,6
WP_205155866.1,MULTISPECIES: holin family protein [Lachnospiraceae],,6
WP_215658971.1,MULTISPECIES: TnpV protein [Clostridia],,6
WP_227189369.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Mediterraneibacter],,6
WP_238102384.1,nucleoside-diphosphate sugar epimerase/dehydratase [[Ruminococcus] torques],,6
WP_242849370.1,MULTISPECIES: relaxase/mobilization nuclease domain-containing protein [Lachnospiraceae],,6
WP_242854658.1,Abi family protein  partial [[Ruminococcus] torques],,6
WP_242854697.1,leucine-rich repeat domain-containing protein [[Ruminococcus] torques],,6
WP_243133464.1,hypothetical protein [[Ruminococcus] torques],,6
WP_270187131.1,phage tail protein [[Ruminococcus] torques],,6
WP_330414528.1,site-specific DNA-methyltransferase [[Ruminococcus] torques],,6
WP_370797279.1,hypothetical protein [[Ruminococcus] torques],,6
WP_373107042.1,FtsK/SpoIIIE domain-containing protein [[Ruminococcus] torques],,6
WP_412208610.1,IS256 family transposase [[Ruminococcus] torques],,6
WP_412420497.1,DUF551 domain-containing protein [[Ruminococcus] torques],,6
WP_412420607.1,Rib/alpha-like domain-containing protein [[Ruminococcus] torques],,6
WP_412420661.1,hypothetical protein [[Ruminococcus] torques],,6
WP_412616014.1,hypothetical protein [[Ruminococcus] torques],,6
WP_002303420.1,MULTISPECIES: hypothetical protein [Bacillati],,5
WP_002303421.1,MULTISPECIES: dihydrofolate reductase family protein [Bacteria],,5
WP_002322728.1,MULTISPECIES: excisionase [Bacillota],,5
WP_002604475.1,MULTISPECIES: phosphoadenosine phosphosulfate reductase family protein [Bacteria],,5
WP_002604480.1,MULTISPECIES: MT-A70 family methyltransferase [Bacteria],,5
WP_004614569.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,5
WP_004840636.1,MULTISPECIES: hypothetical protein [Clostridia],,5
WP_004846948.1,hypothetical protein [[Ruminococcus] torques],,5
WP_004847039.1,MULTISPECIES: RrF2 family transcriptional regulator [Mediterraneibacter],,5
WP_005423187.1,MULTISPECIES: antirestriction protein ArdA [Bacillota],,5
WP_005608346.1,MULTISPECIES: hypothetical protein [Bacillota],,5
WP_006857581.1,MULTISPECIES: conjugal transfer protein [Bacillota],,5
WP_006873181.1,MULTISPECIES: hypothetical protein [Bacillota],,5
WP_008688147.1,MULTISPECIES: hypothetical protein [Bacillota],,5
WP_008787613.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Bacillota],,5
WP_008816383.1,MULTISPECIES: recombinase family protein [Clostridia],,5
WP_009242237.1,MULTISPECIES: immunoglobulin-like domain-containing protein [Bacillota],,5
WP_009242323.1,Gp37-like protein [[Ruminococcus] torques],,5
WP_009242324.1,hypothetical protein [[Ruminococcus] torques],,5
WP_009242340.1,DNA adenine methylase [[Ruminococcus] torques],,5
WP_009242761.1,hypothetical protein [[Ruminococcus] torques],,5
WP_009242810.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,5
WP_009243247.1,hypothetical protein [[Ruminococcus] torques],,5
WP_009243560.1,MULTISPECIES: DEAD/DEAH box helicase [Lachnospiraceae],,5
WP_009243561.1,MULTISPECIES: Hachiman antiphage defense system protein HamA [Lachnospiraceae],,5
WP_009243563.1,DNA methyltransferase [[Ruminococcus] torques],,5
WP_009243565.1,DEAD/DEAH box helicase family protein [[Ruminococcus] torques],,5
WP_009320147.1,transposase [[Ruminococcus] torques],,5
WP_009320159.1,IS630 family transposase [[Ruminococcus] torques],,5
WP_009320768.1,DEAD/DEAH box helicase [[Ruminococcus] torques],,5
WP_009320809.1,phage major capsid protein [[Ruminococcus] torques],,5
WP_009320888.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,5
WP_009321417.1,hypothetical protein [[Ruminococcus] torques],,5
WP_012744257.1,MULTISPECIES: recombinase family protein [Bacillota],,5
WP_012744258.1,MULTISPECIES: recombinase family protein [Clostridia],,5
WP_015528592.1,MULTISPECIES: PTS system mannose/fructose/sorbose family transporter subunit IID [Mediterraneibacter],,5
WP_015540886.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,5
WP_015568867.1,MULTISPECIES: type II toxin-antitoxin system PemK/MazF family toxin [Bacillota],,5
WP_017144663.1,MULTISPECIES: Maff2 family mobile element protein [Bacillota],,5
WP_021414682.1,MULTISPECIES: antirestriction protein ArdA [Clostridia],,5
WP_033654370.1,MULTISPECIES: phage portal protein [Bacillota],,5
WP_044921552.1,MULTISPECIES: hypothetical protein [Bacillota],,5
WP_044998125.1,hypothetical protein [[Ruminococcus] torques],,5
WP_049936209.1,polysaccharide pyruvyl transferase family protein [[Ruminococcus] torques],,5
WP_054344404.1,MULTISPECIES: response regulator transcription factor [Clostridia],,5
WP_054752756.1,MULTISPECIES: RNA polymerase sigma factor [Clostridia],,5
WP_055144526.1,Ig-like domain-containing protein [[Ruminococcus] torques],,5
WP_055144805.1,penicillin-binding transpeptidase domain-containing protein [[Ruminococcus] torques],,5
WP_055146541.1,MULTISPECIES: PTS sugar transporter subunit IIC [Mediterraneibacter],,5
WP_055146708.1,DMT family transporter [[Ruminococcus] torques],,5
WP_055147117.1,MULTISPECIES: site-specific integrase [Bacillota],,5
WP_055147504.1,MULTISPECIES: IS607 family transposase [Mediterraneibacter],,5
WP_055148854.1,MULTISPECIES: ParA family protein [Lachnospiraceae],,5
WP_055156578.1,Fur family transcriptional regulator [[Ruminococcus] torques],,5
WP_055157096.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],,5
WP_055157098.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],,5
WP_055157100.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],,5
WP_055157103.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],,5
WP_055157140.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],,5
WP_055157142.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],,5
WP_055158248.1,plasmid mobilization protein [[Ruminococcus] torques],,5
WP_055158384.1,hypothetical protein [[Ruminococcus] torques],,5
WP_055158389.1,MULTISPECIES: carbon starvation protein A [Mediterraneibacter],,5
WP_055158484.1,MULTISPECIES: hypothetical protein [Clostridia],,5
WP_055158493.1,sensor histidine kinase [[Ruminococcus] torques],,5
WP_055158525.1,DUF4368 domain-containing protein [[Ruminococcus] torques],,5
WP_055158770.1,EpsG family protein [[Ruminococcus] torques],,5
WP_055159266.1,hypothetical protein [[Ruminococcus] torques],,5
WP_055159395.1,hypothetical protein [[Ruminococcus] torques],,5
WP_055159397.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],,5
WP_055159399.1,hypothetical protein [[Ruminococcus] torques],,5
WP_055159401.1,hypothetical protein [[Ruminococcus] torques],,5
WP_055163276.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,5
WP_055170586.1,MULTISPECIES: VaFE repeat-containing surface-anchored protein [Bacillota],,5
WP_055171313.1,MULTISPECIES: ABC transporter ATP-binding protein [Bacillota],,5
WP_055172777.1,MULTISPECIES: ParM/StbA family protein [Lachnospiraceae],,5
WP_055172784.1,gamma-glutamylcyclotransferase family protein [[Ruminococcus] torques],,5
WP_117579689.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,5
WP_117889911.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],,5
WP_117890161.1,MULTISPECIES: pyridoxal 5'-phosphate synthase lyase subunit PdxS [Mediterraneibacter],,5
WP_117890206.1,MULTISPECIES: Rpn family recombination-promoting nuclease/putative transposase [Mediterraneibacter],,5
WP_117891037.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],,5
WP_118188549.1,recombinase family protein [[Ruminococcus] torques],,5
WP_118188566.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],,5
WP_118188599.1,hypothetical protein [[Ruminococcus] torques],,5
WP_118188675.1,MULTISPECIES: SpaA isopeptide-forming pilin-related protein [Lachnospiraceae],,5
WP_118188755.1,FAD-dependent oxidoreductase [[Ruminococcus] torques],,5
WP_147607166.1,hypothetical protein [[Ruminococcus] torques],,5
WP_155236738.1,YodL domain-containing protein [[Ruminococcus] torques],,5
WP_155492441.1,head maturation protease  ClpP-related [[Ruminococcus] torques],,5
WP_172677211.1,MULTISPECIES: sigma factor-like helix-turn-helix DNA-binding protein [Bacillota],,5
WP_173691714.1,MULTISPECIES: hypothetical protein [Bacillota],,5
WP_177691422.1,MULTISPECIES: dCTP deaminase domain-containing protein [Clostridia],,5
WP_187305835.1,SDR family oxidoreductase [[Ruminococcus] torques],,5
WP_242854683.1,PcfB family protein [[Ruminococcus] torques],,5
WP_242864009.1,TetR/AcrR family transcriptional regulator [[Ruminococcus] torques],,5
WP_242865862.1,DNA primase family protein [[Ruminococcus] torques],,5
WP_257340636.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],,5
WP_270187135.1,hypothetical protein [[Ruminococcus] torques],,5
WP_270621085.1,hypothetical protein [[Ruminococcus] torques],,5
WP_270621230.1,recombinase family protein [[Ruminococcus] torques],,5
WP_270743867.1,minor capsid protein [[Ruminococcus] torques],,5
WP_306542291.1,PucR family transcriptional regulator [[Ruminococcus] torques],,5
WP_330677660.1,type IV secretory system conjugative DNA transfer family protein [[Ruminococcus] torques],,5
WP_373927776.1,MULTISPECIES: CD3337/EF1877 family mobilome membrane protein [Clostridia],,5
WP_412190243.1,hypothetical protein [[Ruminococcus] torques],,5
WP_412208084.1,ImmA/IrrE family metallo-endopeptidase [[Ruminococcus] torques],,5
WP_412208116.1,glycosyltransferase family 2 protein [[Ruminococcus] torques],,5
WP_412208117.1,HAD hydrolase-like protein [[Ruminococcus] torques],,5
WP_412226227.1,sigma-70 family RNA polymerase sigma factor [[Ruminococcus] torques],,5
WP_412416796.1,hypothetical protein  partial [[Ruminococcus] torques],,5
WP_412420517.1,hypothetical protein [[Ruminococcus] torques],,5
WP_412420642.1,DUF4366 domain-containing protein [[Ruminococcus] torques],,5
WP_002591290.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,4
WP_002591292.1,MULTISPECIES: IS30 family transposase [Bacillota],,4
WP_002602098.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacteria],,4
WP_003062094.1,MULTISPECIES: site-specific integrase [Bacillota],,4
WP_004840611.1,MULTISPECIES: type II toxin-antitoxin system PemK/MazF family toxin [Lachnospiraceae],,4
WP_004841353.1,MULTISPECIES: hypothetical protein [Bacillota],,4
WP_004847963.1,hypothetical protein [[Ruminococcus] torques],,4
WP_004847965.1,glycosyltransferase family A protein [[Ruminococcus] torques],,4
WP_004847966.1,lipopolysaccharide biosynthesis protein [[Ruminococcus] torques],,4
WP_004848407.1,UPF0175 family protein [[Ruminococcus] torques],,4
WP_005341250.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Bacillota],,4
WP_005421581.1,MULTISPECIES: hypothetical protein [Clostridia],,4
WP_005423220.1,MULTISPECIES: hypothetical protein [Bacillota],,4
WP_008372095.1,MULTISPECIES: sensor histidine kinase [Clostridia],,4
WP_008392833.1,MULTISPECIES: DUF6219 family protein [Bacillota],,4
WP_009242314.1,hypothetical protein [[Ruminococcus] torques],,4
WP_009242335.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,4
WP_009319967.1,MULTISPECIES: DUF6870 family protein [Bacillota],,4
WP_009319968.1,MULTISPECIES: recombinase family protein [Bacillota],,4
WP_009320740.1,hypothetical protein [[Ruminococcus] torques],,4
WP_009320815.1,MULTISPECIES: hypothetical protein [Clostridia],,4
WP_009896527.1,MULTISPECIES: RNA polymerase sigma factor [Bacillota],,4
WP_010774379.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,4
WP_015529340.1,AAA family ATPase [[Ruminococcus] torques],,4
WP_015542925.1,MULTISPECIES: hypothetical protein [Bacillota],,4
WP_015568866.1,MULTISPECIES: DUF6870 family protein [Bacillota],,4
WP_024720794.1,MULTISPECIES: ATP-binding protein [Clostridia],,4
WP_044921519.1,MULTISPECIES: PD-(D/E)XK nuclease family transposase [Lachnospiraceae],,4
WP_044925118.1,MULTISPECIES: RNA polymerase sigma factor [Bacillota],,4
WP_055039906.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,4
WP_055144924.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Mediterraneibacter],,4
WP_055144927.1,DUF3169 family protein [[Ruminococcus] torques],,4
WP_055145718.1,sugar phosphate nucleotidyltransferase [[Ruminococcus] torques],,4
WP_055146324.1,Crp/Fnr family transcriptional regulator [[Ruminococcus] torques],,4
WP_055148178.1,winged helix-turn-helix domain-containing protein [[Ruminococcus] torques],,4
WP_055148180.1,metal-dependent transcriptional regulator [[Ruminococcus] torques],,4
WP_055148638.1,IS200/IS605 family transposase [[Ruminococcus] torques],,4
WP_055155747.1,MULTISPECIES: helix-turn-helix domain-containing protein [Lachnospiraceae],,4
WP_055155848.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,4
WP_055156348.1,MULTISPECIES: virulence RhuM family protein [Mediterraneibacter],,4
WP_055156384.1,MULTISPECIES: hypothetical protein [Clostridia],,4
WP_055156955.1,MULTISPECIES: replication initiator protein A [Clostridia],,4
WP_055158006.1,recombinase family protein [[Ruminococcus] torques],,4
WP_055158008.1,recombinase family protein [[Ruminococcus] torques],,4
WP_055158012.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],,4
WP_055158486.1,winged helix-turn-helix domain-containing protein [[Ruminococcus] torques],,4
WP_055158773.1,asparagine synthase-related protein [[Ruminococcus] torques],,4
WP_055158842.1,DUF551 domain-containing protein [[Ruminococcus] torques],,4
WP_055158854.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],,4
WP_055159078.1,MULTISPECIES: helix-turn-helix domain-containing protein [Lachnospiraceae],,4
WP_055159374.1,MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Lachnospiraceae],,4
WP_055159393.1,YopX family protein [[Ruminococcus] torques],,4
WP_055169977.1,MULTISPECIES: GNAT family N-acetyltransferase [Bacillota],,4
WP_055170924.1,MULTISPECIES: replication initiation factor domain-containing protein [Lachnospiraceae],,4
WP_055170927.1,MULTISPECIES: tyrosine-type recombinase/integrase [Lachnospiraceae],,4
WP_055171315.1,MULTISPECIES: ABC transporter permease [Bacillota],,4
WP_055171317.1,MULTISPECIES: sensor histidine kinase [Bacillota],,4
WP_055171319.1,MULTISPECIES: hypothetical protein [Bacillota],,4
WP_055172893.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,4
WP_055215139.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,4
WP_055297689.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],,4
WP_062304187.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],,4
WP_072447490.1,MULTISPECIES: transposon-encoded TnpW family protein [Clostridia],,4
WP_074108843.1,MULTISPECIES: recombinase family protein [Clostridia],,4
WP_081445676.1,MULTISPECIES: excisionase [Bacillota],,4
WP_117542050.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,4
WP_117569069.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],,4
WP_117570248.1,MULTISPECIES: CHC2 zinc finger domain-containing protein [Bacillota],,4
WP_117570249.1,MULTISPECIES: phage/plasmid primase  P4 family [Lachnospiraceae],,4
WP_117762186.1,MULTISPECIES: recombinase family protein [Bacillota],,4
WP_117825916.1,MULTISPECIES: LytR/AlgR family response regulator transcription factor [Mediterraneibacter],,4
